CMDLINE ns-train l3gs
MEM 13520.343750 1704770395.5128
MEM 13520.343750 1704770395.6133
MEM 13520.343750 1704770395.7137
MEM 13520.343750 1704770395.8140
MEM 13520.343750 1704770395.9144
MEM 13520.324219 1704770396.0147
MEM 13520.324219 1704770396.1150
MEM 13520.324219 1704770396.2154
MEM 13520.324219 1704770396.3157
MEM 13520.324219 1704770396.4160
MEM 13520.324219 1704770396.5164
MEM 13520.324219 1704770396.6167
MEM 13520.324219 1704770396.7172
MEM 13520.324219 1704770396.8175
MEM 13520.324219 1704770396.9179
MEM 13520.324219 1704770397.0182
MEM 13520.324219 1704770397.1185
MEM 13520.324219 1704770397.2188
MEM 13520.324219 1704770397.3192
MEM 13520.324219 1704770397.4195
MEM 13520.304688 1704770397.5199
MEM 13520.304688 1704770397.6202
MEM 13520.304688 1704770397.7206
MEM 13520.304688 1704770397.8209
MEM 13520.304688 1704770397.9212
MEM 13520.304688 1704770398.0215
MEM 13520.304688 1704770398.1219
MEM 13520.304688 1704770398.2222
MEM 13520.304688 1704770398.3226
MEM 13520.304688 1704770398.4230
MEM 13520.304688 1704770398.5233
MEM 13520.304688 1704770398.6237
MEM 13520.304688 1704770398.7241
MEM 13520.304688 1704770398.8244
MEM 13520.304688 1704770398.9248
MEM 13520.304688 1704770399.0251
MEM 13520.304688 1704770399.1254
MEM 13520.304688 1704770399.2258
MEM 13520.304688 1704770399.3261
MEM 13520.304688 1704770399.4265
MEM 13520.304688 1704770399.5269
MEM 13520.285156 1704770399.6272
MEM 13520.285156 1704770399.7276
MEM 13520.285156 1704770399.8280
MEM 13520.285156 1704770399.9283
MEM 13520.285156 1704770400.0287
MEM 13520.285156 1704770400.1291
MEM 13520.285156 1704770400.2296
MEM 13519.777344 1704770400.3299
MEM 13519.777344 1704770400.4302
MEM 13519.777344 1704770400.5306
MEM 13519.777344 1704770400.6309
MEM 13519.777344 1704770400.7314
MEM 13519.785156 1704770400.8318
MEM 13519.785156 1704770400.9321
MEM 13519.785156 1704770401.0324
MEM 13519.785156 1704770401.1327
MEM 13519.785156 1704770401.2331
MEM 13519.785156 1704770401.3336
MEM 13519.785156 1704770401.4340
MEM 13519.785156 1704770401.5343
MEM 13519.785156 1704770401.6346
MEM 13519.785156 1704770401.7349
MEM 13519.785156 1704770401.8354
MEM 13519.785156 1704770401.9357
MEM 13519.785156 1704770402.0360
MEM 13519.785156 1704770402.1363
MEM 13519.785156 1704770402.2367
MEM 13519.785156 1704770402.3370
MEM 13519.785156 1704770402.4373
MEM 13519.785156 1704770402.5376
MEM 13519.785156 1704770402.6379
MEM 13519.785156 1704770402.7383
MEM 13519.785156 1704770402.8386
MEM 13519.785156 1704770402.9389
MEM 13519.785156 1704770403.0393
MEM 13519.785156 1704770403.1396
MEM 13519.785156 1704770403.2400
MEM 13519.785156 1704770403.3403
MEM 13519.785156 1704770403.4407
MEM 13519.792969 1704770403.5410
MEM 13519.792969 1704770403.6413
MEM 13519.792969 1704770403.7419
MEM 13519.792969 1704770403.8424
MEM 13519.773438 1704770403.9427
MEM 13519.773438 1704770404.0430
MEM 13519.773438 1704770404.1434
MEM 13519.773438 1704770404.2439
MEM 13519.773438 1704770404.3444
MEM 13519.773438 1704770404.4450
MEM 13519.773438 1704770404.5456
MEM 13519.773438 1704770404.6461
MEM 13519.773438 1704770404.7466
MEM 13519.773438 1704770404.8471
MEM 13519.773438 1704770404.9476
MEM 13519.773438 1704770405.0480
MEM 13519.773438 1704770405.1483
MEM 13519.773438 1704770405.2487
MEM 13519.773438 1704770405.3491
MEM 13519.753906 1704770405.4494
MEM 13519.753906 1704770405.5498
MEM 13519.753906 1704770405.6502
MEM 13519.753906 1704770405.7506
MEM 13519.753906 1704770405.8511
MEM 13519.753906 1704770405.9515
MEM 13519.753906 1704770406.0520
MEM 13519.753906 1704770406.1525
MEM 13519.753906 1704770406.2529
MEM 13519.753906 1704770406.3532
MEM 13519.753906 1704770406.4537
MEM 13519.753906 1704770406.5541
MEM 13519.753906 1704770406.6547
MEM 13519.753906 1704770406.7551
MEM 13519.753906 1704770406.8554
MEM 13519.734375 1704770406.9557
MEM 13519.734375 1704770407.0563
MEM 13519.734375 1704770407.1567
MEM 13519.734375 1704770407.2572
MEM 13519.734375 1704770407.3576
MEM 13519.734375 1704770407.4584
MEM 13519.734375 1704770407.5589
MEM 13519.734375 1704770407.6595
MEM 13519.734375 1704770407.7600
MEM 13519.734375 1704770407.8607
MEM 13519.734375 1704770407.9612
MEM 13519.734375 1704770408.0615
MEM 13519.734375 1704770408.1619
MEM 13519.734375 1704770408.2623
MEM 13519.734375 1704770408.3626
MEM 13519.734375 1704770408.4630
MEM 13519.714844 1704770408.5636
MEM 13519.714844 1704770408.6640
MEM 13519.714844 1704770408.7645
MEM 13519.714844 1704770408.8650
MEM 13519.714844 1704770408.9654
MEM 13519.714844 1704770409.0658
MEM 13519.714844 1704770409.1662
MEM 13519.714844 1704770409.2666
MEM 13519.714844 1704770409.3670
MEM 13519.714844 1704770409.4674
MEM 13519.714844 1704770409.5679
MEM 13519.714844 1704770409.6684
MEM 13519.714844 1704770409.7689
MEM 13519.714844 1704770409.8694
MEM 13519.695312 1704770409.9697
MEM 13519.695312 1704770410.0702
MEM 13519.695312 1704770410.1707
MEM 13519.695312 1704770410.2710
MEM 13519.695312 1704770410.3714
MEM 13519.695312 1704770410.4719
MEM 13519.695312 1704770410.5724
MEM 13519.695312 1704770410.6728
MEM 13519.695312 1704770410.7733
MEM 13519.695312 1704770410.8738
MEM 13519.695312 1704770410.9742
MEM 13519.695312 1704770411.0750
MEM 13519.695312 1704770411.1754
MEM 13519.695312 1704770411.2757
MEM 13519.695312 1704770411.3760
MEM 13519.675781 1704770411.4765
MEM 13519.675781 1704770411.5770
MEM 13519.675781 1704770411.6774
MEM 13519.675781 1704770411.7777
MEM 13519.675781 1704770411.8781
MEM 13519.675781 1704770411.9784
MEM 13519.675781 1704770412.0789
MEM 13519.675781 1704770412.1793
MEM 13519.675781 1704770412.2798
MEM 13519.675781 1704770412.3802
MEM 13519.675781 1704770412.4806
MEM 13519.675781 1704770412.5809
MEM 13519.675781 1704770412.6812
MEM 13519.675781 1704770412.7817
MEM 13519.675781 1704770412.8820
MEM 13519.656250 1704770412.9823
MEM 13519.656250 1704770413.0828
MEM 13519.656250 1704770413.1833
MEM 13519.656250 1704770413.2838
MEM 13519.656250 1704770413.3844
MEM 13519.656250 1704770413.4850
MEM 13519.656250 1704770413.5856
MEM 13519.656250 1704770413.6861
MEM 13519.656250 1704770413.7867
MEM 13519.656250 1704770413.8872
MEM 13519.656250 1704770413.9877
MEM 13519.656250 1704770414.0880
MEM 13519.656250 1704770414.1884
MEM 13519.660156 1704770414.2888
MEM 13519.660156 1704770414.3892
MEM 13519.898438 1704770414.4895
MEM 13519.898438 1704770414.5899
MEM 13519.898438 1704770414.6902
MEM 13519.898438 1704770414.7907
MEM 13519.898438 1704770414.8913
MEM 13519.898438 1704770414.9918
MEM 13519.898438 1704770415.0923
MEM 13519.898438 1704770415.1927
MEM 13519.898438 1704770415.2932
MEM 13519.898438 1704770415.3937
MEM 13519.898438 1704770415.4943
MEM 13519.898438 1704770415.5947
MEM 13519.898438 1704770415.6951
MEM 13519.898438 1704770415.7954
MEM 13519.898438 1704770415.8959
MEM 13520.007812 1704770415.9963
MEM 13520.007812 1704770416.0970
MEM 13520.007812 1704770416.1976
MEM 13520.007812 1704770416.2983
MEM 13520.007812 1704770416.3990
MEM 13520.007812 1704770416.4996
MEM 13520.007812 1704770416.6001
MEM 13520.007812 1704770416.7008
MEM 13520.007812 1704770416.8014
MEM 13520.007812 1704770416.9019
MEM 13520.007812 1704770417.0023
MEM 13520.007812 1704770417.1028
MEM 13520.007812 1704770417.2033
MEM 13520.007812 1704770417.3036
MEM 13520.007812 1704770417.4040
MEM 13524.519531 1704770417.5043
MEM 13519.988281 1704770417.6047
MEM 13519.988281 1704770417.7050
MEM 13519.988281 1704770417.8053
MEM 13519.988281 1704770417.9057
MEM 13519.988281 1704770418.0060
MEM 13519.988281 1704770418.1063
MEM 13519.988281 1704770418.2067
MEM 13519.988281 1704770418.3071
MEM 13519.988281 1704770418.4074
MEM 13519.988281 1704770418.5078
MEM 13519.988281 1704770418.6082
MEM 13519.988281 1704770418.7085
MEM 13519.988281 1704770418.8090
MEM 13519.988281 1704770418.9093
MEM 13520.097656 1704770419.0099
MEM 13520.097656 1704770419.1103
MEM 13520.097656 1704770419.2107
MEM 13520.097656 1704770419.3111
MEM 13520.097656 1704770419.4114
MEM 13520.097656 1704770419.5118
MEM 13520.097656 1704770419.6122
MEM 13520.097656 1704770419.7130
MEM 13520.097656 1704770419.8134
MEM 13520.097656 1704770419.9138
MEM 13520.097656 1704770420.0143
MEM 13520.097656 1704770420.1147
MEM 13520.097656 1704770420.2151
MEM 13520.097656 1704770420.3154
MEM 13520.078125 1704770420.4157
MEM 13520.078125 1704770420.5160
MEM 13520.078125 1704770420.6164
MEM 13520.078125 1704770420.7168
MEM 13520.078125 1704770420.8171
MEM 13520.078125 1704770420.9174
MEM 13520.078125 1704770421.0179
MEM 13520.078125 1704770421.1184
MEM 13520.078125 1704770421.2189
MEM 13520.078125 1704770421.3192
MEM 13520.078125 1704770421.4195
MEM 13520.078125 1704770421.5198
MEM 13520.078125 1704770421.6202
MEM 13520.078125 1704770421.7205
MEM 13520.078125 1704770421.8209
MEM 13520.078125 1704770421.9212
MEM 13520.058594 1704770422.0216
MEM 13520.058594 1704770422.1219
MEM 13520.058594 1704770422.2223
MEM 13520.058594 1704770422.3226
MEM 13520.058594 1704770422.4231
MEM 13520.058594 1704770422.5235
MEM 13520.058594 1704770422.6238
MEM 13520.058594 1704770422.7243
MEM 13520.058594 1704770422.8249
MEM 13520.058594 1704770422.9254
MEM 13520.058594 1704770423.0259
MEM 13520.058594 1704770423.1264
MEM 13520.058594 1704770423.2269
MEM 13520.058594 1704770423.3273
MEM 13520.058594 1704770423.4277
MEM 13520.039062 1704770423.5282
MEM 13520.039062 1704770423.6285
MEM 13520.039062 1704770423.7290
MEM 13520.039062 1704770423.8295
MEM 13520.039062 1704770423.9300
MEM 13520.039062 1704770424.0305
MEM 13520.039062 1704770424.1309
MEM 13520.039062 1704770424.2315
MEM 13520.039062 1704770424.3320
MEM 13520.039062 1704770424.4324
MEM 13520.039062 1704770424.5331
MEM 13520.039062 1704770424.6335
MEM 13520.039062 1704770424.7337
MEM 13520.039062 1704770424.8341
MEM 13520.039062 1704770424.9346
MEM 13520.019531 1704770425.0351
MEM 13520.019531 1704770425.1356
MEM 13520.019531 1704770425.2361
MEM 13520.019531 1704770425.3367
MEM 13520.019531 1704770425.4371
MEM 13520.019531 1704770425.5376
MEM 13520.019531 1704770425.6381
MEM 13520.019531 1704770425.7387
MEM 13520.019531 1704770425.8391
MEM 13520.019531 1704770425.9396
MEM 13520.019531 1704770426.0401
MEM 13520.019531 1704770426.1406
MEM 13520.019531 1704770426.2410
MEM 13520.019531 1704770426.3415
MEM 13520.019531 1704770426.4419
MEM 13520.019531 1704770426.5422
MEM 13520.000000 1704770426.6425
MEM 13520.000000 1704770426.7429
MEM 13520.000000 1704770426.8433
MEM 13520.000000 1704770426.9436
MEM 13520.000000 1704770427.0440
MEM 13520.000000 1704770427.1443
MEM 13520.000000 1704770427.2446
MEM 13520.000000 1704770427.3450
MEM 13520.000000 1704770427.4455
MEM 13520.000000 1704770427.5460
MEM 13520.000000 1704770427.6465
MEM 13520.000000 1704770427.7468
MEM 13520.000000 1704770427.8473
MEM 13520.000000 1704770427.9477
MEM 13520.000000 1704770428.0481
MEM 13519.980469 1704770428.1486
MEM 13519.980469 1704770428.2491
MEM 13519.980469 1704770428.3495
MEM 13519.980469 1704770428.4500
MEM 13519.980469 1704770428.5504
MEM 13519.980469 1704770428.6509
MEM 13519.980469 1704770428.7515
MEM 13519.980469 1704770428.8522
MEM 13519.980469 1704770428.9525
MEM 13519.980469 1704770429.0532
MEM 13519.980469 1704770429.1538
MEM 13519.980469 1704770429.2543
MEM 13519.980469 1704770429.3549
MEM 13519.980469 1704770429.4555
MEM 13519.980469 1704770429.5560
MEM 13519.980469 1704770429.6564
MEM 13519.980469 1704770429.7569
MEM 13519.980469 1704770429.8574
MEM 13519.980469 1704770429.9577
MEM 13519.980469 1704770430.0580
MEM 13519.980469 1704770430.1584
MEM 13519.980469 1704770430.2588
MEM 13519.980469 1704770430.3591
MEM 13519.980469 1704770430.4594
MEM 13519.980469 1704770430.5598
MEM 13519.980469 1704770430.6603
MEM 13519.980469 1704770430.7607
MEM 13519.980469 1704770430.8614
MEM 13519.980469 1704770430.9619
MEM 13519.980469 1704770431.0624
MEM 13520.710938 1704770431.1627
MEM 13520.710938 1704770431.2630
MEM 13520.695312 1704770431.3633
MEM 13520.695312 1704770431.4637
MEM 13520.695312 1704770431.5641
MEM 13520.695312 1704770431.6644
MEM 13520.695312 1704770431.7647
MEM 13520.695312 1704770431.8651
MEM 13520.695312 1704770431.9654
MEM 13520.695312 1704770432.0658
MEM 13520.695312 1704770432.1661
MEM 13520.695312 1704770432.2665
MEM 13520.695312 1704770432.3670
MEM 13520.695312 1704770432.4675
MEM 13520.695312 1704770432.5679
MEM 13520.695312 1704770432.6682
MEM 13520.695312 1704770432.7686
MEM 13520.695312 1704770432.8689
MEM 13520.675781 1704770432.9693
MEM 13520.675781 1704770433.0696
MEM 13520.675781 1704770433.1701
MEM 13520.675781 1704770433.2705
MEM 13520.675781 1704770433.3709
MEM 13520.675781 1704770433.4714
MEM 13520.675781 1704770433.5718
MEM 13520.675781 1704770433.6722
MEM 13520.675781 1704770433.7726
MEM 13520.675781 1704770433.8730
MEM 13520.675781 1704770433.9734
MEM 13520.675781 1704770434.0739
MEM 13520.675781 1704770434.1742
MEM 13520.675781 1704770434.2745
MEM 13520.675781 1704770434.3748
MEM 13520.656250 1704770434.4751
MEM 13520.656250 1704770434.5753
MEM 13520.656250 1704770434.6756
MEM 13520.656250 1704770434.7758
MEM 13520.656250 1704770434.8760
MEM 13520.656250 1704770434.9763
MEM 13520.656250 1704770435.0766
MEM 13520.656250 1704770435.1768
MEM 13520.656250 1704770435.2771
MEM 13520.656250 1704770435.3774
MEM 13520.656250 1704770435.4777
MEM 13520.656250 1704770435.5780
MEM 13520.656250 1704770435.6783
MEM 13520.656250 1704770435.7787
MEM 13520.636719 1704770435.8790
MEM 13520.636719 1704770435.9794
MEM 13520.636719 1704770436.0797
MEM 13520.636719 1704770436.1801
MEM 13520.636719 1704770436.2803
MEM 13520.636719 1704770436.3805
MEM 13520.636719 1704770436.4808
MEM 13520.636719 1704770436.5812
MEM 13520.636719 1704770436.6816
MEM 13520.636719 1704770436.7819
MEM 13520.636719 1704770436.8824
MEM 13520.636719 1704770436.9829
MEM 13520.636719 1704770437.0835
MEM 13520.636719 1704770437.1838
MEM 13520.636719 1704770437.2842
MEM 13520.636719 1704770437.3844
MEM 13520.617188 1704770437.4847
MEM 13520.617188 1704770437.5851
MEM 13520.617188 1704770437.6854
MEM 13520.617188 1704770437.7857
MEM 13520.617188 1704770437.8861
MEM 13520.617188 1704770437.9865
MEM 13520.617188 1704770438.0869
MEM 13520.617188 1704770438.1873
MEM 13520.617188 1704770438.2878
MEM 13520.617188 1704770438.3883
MEM 13520.617188 1704770438.4888
MEM 13520.617188 1704770438.5892
MEM 13520.617188 1704770438.6896
MEM 13520.617188 1704770438.7899
MEM 13520.597656 1704770438.8902
MEM 13520.597656 1704770438.9905
MEM 13520.597656 1704770439.0908
MEM 13520.597656 1704770439.1912
MEM 13520.597656 1704770439.2914
MEM 13520.597656 1704770439.3916
MEM 13520.597656 1704770439.4919
MEM 13520.597656 1704770439.5921
MEM 13520.597656 1704770439.6925
MEM 13520.597656 1704770439.7929
MEM 13520.597656 1704770439.8934
MEM 13520.597656 1704770439.9937
MEM 13520.597656 1704770440.0940
MEM 13520.597656 1704770440.1944
MEM 13520.578125 1704770440.2948
MEM 13520.578125 1704770440.3951
MEM 13520.578125 1704770440.4953
MEM 13520.578125 1704770440.5955
MEM 13520.578125 1704770440.6957
MEM 13520.578125 1704770440.7959
MEM 13520.578125 1704770440.8962
MEM 13520.578125 1704770440.9964
MEM 13520.578125 1704770441.0973
MEM 13520.578125 1704770441.1978
MEM 13520.578125 1704770441.2982
MEM 13520.578125 1704770441.3987
MEM 13520.578125 1704770441.4992
MEM 13520.578125 1704770441.5997
MEM 13520.578125 1704770441.7003
MEM 13520.578125 1704770441.8007
MEM 13520.558594 1704770441.9012
MEM 13520.558594 1704770442.0015
MEM 13520.558594 1704770442.1020
MEM 13520.558594 1704770442.2024
MEM 13520.558594 1704770442.3026
MEM 13520.558594 1704770442.4030
MEM 13520.558594 1704770442.5035
MEM 13520.558594 1704770442.6038
MEM 13520.558594 1704770442.7043
MEM 13520.558594 1704770442.8047
MEM 13520.558594 1704770442.9051
MEM 13520.558594 1704770443.0056
MEM 13520.558594 1704770443.1061
MEM 13520.558594 1704770443.2066
MEM 13520.539062 1704770443.3072
MEM 13520.539062 1704770443.4075
MEM 13520.539062 1704770443.5079
MEM 13520.539062 1704770443.6082
MEM 13520.539062 1704770443.7086
MEM 13520.539062 1704770443.8089
MEM 13520.539062 1704770443.9094
MEM 13520.539062 1704770444.0098
MEM 13520.539062 1704770444.1102
MEM 13520.539062 1704770444.2106
MEM 13520.539062 1704770444.3111
MEM 13520.539062 1704770444.4114
MEM 13520.539062 1704770444.5118
MEM 13520.539062 1704770444.6122
MEM 13520.539062 1704770444.7127
MEM 13520.519531 1704770444.8130
MEM 13520.519531 1704770444.9133
MEM 13520.519531 1704770445.0136
MEM 13520.519531 1704770445.1139
MEM 13520.519531 1704770445.2143
MEM 13520.519531 1704770445.3146
MEM 13520.519531 1704770445.4149
MEM 13520.519531 1704770445.5151
MEM 13520.519531 1704770445.6154
MEM 13520.519531 1704770445.7157
MEM 13520.519531 1704770445.8160
MEM 13520.519531 1704770445.9163
MEM 13520.519531 1704770446.0166
MEM 13520.519531 1704770446.1169
MEM 13520.519531 1704770446.2173
MEM 13520.628906 1704770446.3176
MEM 13520.628906 1704770446.4178
MEM 13520.628906 1704770446.5180
MEM 13520.628906 1704770446.6184
MEM 13520.628906 1704770446.7188
MEM 13520.628906 1704770446.8191
MEM 13520.628906 1704770446.9195
MEM 13520.628906 1704770447.0199
MEM 13520.628906 1704770447.1203
MEM 13520.628906 1704770447.2207
MEM 13520.628906 1704770447.3211
MEM 13520.628906 1704770447.4216
MEM 13520.628906 1704770447.5219
MEM 13520.628906 1704770447.6223
MEM 13520.609375 1704770447.7227
MEM 13520.609375 1704770447.8231
MEM 13520.609375 1704770447.9235
MEM 13520.609375 1704770448.0238
MEM 13520.609375 1704770448.1242
MEM 13520.609375 1704770448.2246
MEM 13520.609375 1704770448.3250
MEM 13520.609375 1704770448.4254
MEM 13520.609375 1704770448.5258
MEM 13520.609375 1704770448.6260
MEM 13520.609375 1704770448.7263
MEM 13520.609375 1704770448.8266
MEM 13520.609375 1704770448.9271
MEM 13520.609375 1704770449.0275
MEM 13520.609375 1704770449.1278
MEM 13520.589844 1704770449.2289
MEM 13520.589844 1704770449.3294
MEM 13520.589844 1704770449.4298
MEM 13520.589844 1704770449.5302
MEM 13520.589844 1704770449.6305
MEM 13520.589844 1704770449.7310
MEM 13520.589844 1704770449.8314
MEM 13520.589844 1704770449.9317
MEM 13520.589844 1704770450.0321
MEM 13520.589844 1704770450.1326
MEM 13520.589844 1704770450.2330
MEM 13520.589844 1704770450.3335
MEM 13520.589844 1704770450.4340
MEM 13520.589844 1704770450.5345
MEM 13520.589844 1704770450.6349
MEM 13520.570312 1704770450.7354
MEM 13520.570312 1704770450.8357
MEM 13520.570312 1704770450.9360
MEM 13520.570312 1704770451.0362
MEM 13520.570312 1704770451.1365
MEM 13520.570312 1704770451.2369
MEM 13520.570312 1704770451.3373
MEM 13520.570312 1704770451.4376
MEM 13520.570312 1704770451.5381
MEM 13520.570312 1704770451.6385
MEM 13520.570312 1704770451.7389
MEM 13520.570312 1704770451.8394
MEM 13520.570312 1704770451.9399
MEM 13520.570312 1704770452.0403
MEM 13520.570312 1704770452.1408
MEM 13520.550781 1704770452.2411
MEM 13520.550781 1704770452.3415
MEM 13520.550781 1704770452.4419
MEM 13520.550781 1704770452.5422
MEM 13520.550781 1704770452.6425
MEM 13520.550781 1704770452.7431
MEM 13520.550781 1704770452.8434
MEM 13520.550781 1704770452.9438
MEM 13520.550781 1704770453.0442
MEM 13520.550781 1704770453.1446
MEM 13520.550781 1704770453.2449
MEM 13520.550781 1704770453.3453
MEM 13520.550781 1704770453.4459
MEM 13520.550781 1704770453.5463
MEM 13520.531250 1704770453.6467
MEM 13520.531250 1704770453.7470
MEM 13520.531250 1704770453.8474
MEM 13520.531250 1704770453.9477
MEM 13520.531250 1704770454.0481
MEM 13520.531250 1704770454.1484
MEM 13520.531250 1704770454.2488
MEM 13520.531250 1704770454.3492
MEM 13520.531250 1704770454.4497
MEM 13520.531250 1704770454.5500
MEM 13520.531250 1704770454.6507
MEM 13520.531250 1704770454.7514
MEM 13520.531250 1704770454.8520
MEM 13520.531250 1704770454.9523
MEM 13520.531250 1704770455.0528
MEM 13520.511719 1704770455.1532
MEM 13520.511719 1704770455.2535
MEM 13520.511719 1704770455.3539
MEM 13520.511719 1704770455.4542
MEM 13520.511719 1704770455.5546
MEM 13520.511719 1704770455.6549
MEM 13520.511719 1704770455.7553
MEM 13520.511719 1704770455.8557
MEM 13520.511719 1704770455.9561
MEM 13520.511719 1704770456.0565
MEM 13520.511719 1704770456.1569
MEM 13520.511719 1704770456.2575
MEM 13520.511719 1704770456.3578
MEM 13520.511719 1704770456.4582
MEM 13520.511719 1704770456.5585
MEM 13520.492188 1704770456.6588
MEM 13520.492188 1704770456.7590
MEM 13520.492188 1704770456.8594
MEM 13520.492188 1704770456.9597
MEM 13520.492188 1704770457.0601
MEM 13520.492188 1704770457.1605
MEM 13520.492188 1704770457.2609
MEM 13520.492188 1704770457.3613
MEM 13520.492188 1704770457.4617
MEM 13520.492188 1704770457.5622
MEM 13520.492188 1704770457.6626
MEM 13520.492188 1704770457.7631
MEM 13520.492188 1704770457.8636
MEM 13520.492188 1704770457.9641
MEM 13520.472656 1704770458.0644
MEM 13520.472656 1704770458.1646
MEM 13520.472656 1704770458.2650
MEM 13520.472656 1704770458.3653
MEM 13520.472656 1704770458.4657
MEM 13520.472656 1704770458.5660
MEM 13520.472656 1704770458.6664
MEM 13520.472656 1704770458.7668
MEM 13520.472656 1704770458.8672
MEM 13520.472656 1704770458.9678
MEM 13520.472656 1704770459.0683
MEM 13520.472656 1704770459.1689
MEM 13520.472656 1704770459.2694
MEM 13520.472656 1704770459.3699
MEM 13520.472656 1704770459.4704
MEM 13520.453125 1704770459.5708
MEM 13520.453125 1704770459.6712
MEM 13520.453125 1704770459.7716
MEM 13520.453125 1704770459.8719
MEM 13520.453125 1704770459.9723
MEM 13520.453125 1704770460.0726
MEM 13520.453125 1704770460.1731
MEM 13520.453125 1704770460.2734
MEM 13520.453125 1704770460.3739
MEM 13520.453125 1704770460.4742
MEM 13520.453125 1704770460.5746
MEM 13520.453125 1704770460.6749
MEM 13520.453125 1704770460.7753
MEM 13520.453125 1704770460.8759
MEM 13520.453125 1704770460.9762
MEM 13520.433594 1704770461.0765
MEM 13520.433594 1704770461.1768
MEM 13520.433594 1704770461.2772
MEM 13520.433594 1704770461.3775
MEM 13520.433594 1704770461.4777
MEM 13520.433594 1704770461.5779
MEM 13520.433594 1704770461.6782
MEM 13520.433594 1704770461.7784
MEM 13520.433594 1704770461.8790
MEM 13520.433594 1704770461.9793
MEM 13520.433594 1704770462.0798
MEM 13520.433594 1704770462.1802
MEM 13520.433594 1704770462.2807
MEM 13520.433594 1704770462.3812
MEM 13520.433594 1704770462.4816
MEM 13520.542969 1704770462.5820
MEM 13520.542969 1704770462.6824
MEM 13520.542969 1704770462.7827
MEM 13520.542969 1704770462.8831
MEM 13520.542969 1704770462.9833
MEM 13520.542969 1704770463.0835
MEM 13520.542969 1704770463.1838
MEM 13520.542969 1704770463.2840
MEM 13520.542969 1704770463.3843
MEM 13520.542969 1704770463.4845
MEM 13520.542969 1704770463.5849
MEM 13520.542969 1704770463.6853
MEM 13520.542969 1704770463.7857
MEM 13520.542969 1704770463.8860
MEM 13520.542969 1704770463.9864
MEM 13520.542969 1704770464.0868
MEM 13520.523438 1704770464.1871
MEM 13520.523438 1704770464.2873
MEM 13520.523438 1704770464.3875
MEM 13520.523438 1704770464.4879
MEM 13520.523438 1704770464.5882
MEM 13520.523438 1704770464.6887
MEM 13520.523438 1704770464.7890
MEM 13520.523438 1704770464.8894
MEM 13520.523438 1704770464.9897
MEM 13520.523438 1704770465.0900
MEM 13520.523438 1704770465.1905
MEM 13520.523438 1704770465.2908
MEM 13520.523438 1704770465.3911
MEM 13520.523438 1704770465.4915
MEM 13520.503906 1704770465.5918
MEM 13520.503906 1704770465.6923
MEM 13520.503906 1704770465.7925
MEM 13520.503906 1704770465.8927
MEM 13520.503906 1704770465.9930
MEM 13520.503906 1704770466.0934
MEM 13520.503906 1704770466.1937
MEM 13520.503906 1704770466.2941
MEM 13520.503906 1704770466.3946
MEM 13520.503906 1704770466.4950
MEM 13520.503906 1704770466.5954
MEM 13520.503906 1704770466.6957
MEM 13520.503906 1704770466.7960
MEM 13520.503906 1704770466.8964
MEM 13520.613281 1704770466.9968
MEM 13520.613281 1704770467.0972
MEM 13520.613281 1704770467.1976
MEM 13520.613281 1704770467.2980
MEM 13520.613281 1704770467.3984
MEM 13520.613281 1704770467.4988
MEM 13520.613281 1704770467.5993
MEM 13520.613281 1704770467.6996
MEM 13520.613281 1704770467.8001
MEM 13520.613281 1704770467.9006
MEM 13520.613281 1704770468.0010
MEM 13520.613281 1704770468.1018
MEM 13520.617188 1704770468.2022
MEM 13520.617188 1704770468.3027
MEM 13520.617188 1704770468.4031
MEM 13520.617188 1704770468.5036
MEM 13520.597656 1704770468.6040
MEM 13520.597656 1704770468.7043
MEM 13520.597656 1704770468.8046
MEM 13520.597656 1704770468.9049
MEM 13520.597656 1704770469.0053
MEM 13520.597656 1704770469.1056
MEM 13520.597656 1704770469.2061
MEM 13520.597656 1704770469.3065
MEM 13520.597656 1704770469.4070
MEM 13520.597656 1704770469.5076
MEM 13520.597656 1704770469.6081
MEM 13520.597656 1704770469.7087
MEM 13520.597656 1704770469.8090
MEM 13520.597656 1704770469.9093
MEM 13520.707031 1704770470.0096
MEM 13520.707031 1704770470.1099
MEM 13520.707031 1704770470.2101
MEM 13520.707031 1704770470.3104
MEM 13520.707031 1704770470.4106
MEM 13520.707031 1704770470.5108
MEM 13520.707031 1704770470.6112
MEM 13520.707031 1704770470.7114
MEM 13520.707031 1704770470.8117
MEM 13520.707031 1704770470.9119
MEM 13520.707031 1704770471.0122
MEM 13520.707031 1704770471.1127
MEM 13520.707031 1704770471.2130
MEM 13520.707031 1704770471.3133
MEM 13520.816406 1704770471.4137
MEM 13520.816406 1704770471.5142
MEM 13520.816406 1704770471.6146
MEM 13520.816406 1704770471.7149
MEM 13520.816406 1704770471.8153
MEM 13520.816406 1704770471.9156
MEM 13520.816406 1704770472.0161
MEM 13520.816406 1704770472.1165
MEM 13520.816406 1704770472.2169
MEM 13520.816406 1704770472.3174
MEM 13520.816406 1704770472.4178
MEM 13520.816406 1704770472.5181
MEM 13520.816406 1704770472.6185
MEM 13520.816406 1704770472.7188
MEM 13520.816406 1704770472.8191
MEM 13520.816406 1704770472.9194
MEM 13520.796875 1704770473.0197
MEM 13520.796875 1704770473.1199
MEM 13520.796875 1704770473.2201
MEM 13520.796875 1704770473.3203
