CMDLINE ns-train l3gs
CHLD 478527 9.667969 1704770622.2976
CHLD 478597 1340.101562 1704770622.2976
MEM 13237.511719 1704770622.3978
CHLD 478527 9.667969 1704770622.4094
CHLD 478597 1340.101562 1704770622.4094
MEM 13237.511719 1704770622.5098
CHLD 478527 9.667969 1704770622.5310
CHLD 478597 1340.101562 1704770622.5311
MEM 13237.511719 1704770622.6316
CHLD 478527 9.667969 1704770622.6533
CHLD 478597 1340.101562 1704770622.6533
MEM 13237.511719 1704770622.7537
CHLD 478527 9.667969 1704770622.7749
CHLD 478597 1340.101562 1704770622.7750
MEM 13237.511719 1704770622.8753
CHLD 478527 9.667969 1704770622.8965
CHLD 478597 1340.101562 1704770622.8965
MEM 13237.511719 1704770622.9968
CHLD 478527 9.667969 1704770623.0187
CHLD 478597 1341.765625 1704770623.0187
MEM 13237.511719 1704770623.1191
CHLD 478527 9.667969 1704770623.1408
CHLD 478597 1341.765625 1704770623.1409
MEM 13237.511719 1704770623.2412
CHLD 478527 9.667969 1704770623.2627
CHLD 478597 1364.781250 1704770623.2628
MEM 13237.511719 1704770623.3632
CHLD 478527 9.667969 1704770623.3848
CHLD 478597 1365.554688 1704770623.3849
MEM 13237.511719 1704770623.4853
CHLD 478527 9.667969 1704770623.5074
CHLD 478597 1387.816406 1704770623.5075
MEM 13549.605469 1704770623.6080
CHLD 478527 9.667969 1704770623.6244
CHLD 478597 1366.128906 1704770623.6244
MEM 15168.152344 1704770623.7249
CHLD 478527 9.667969 1704770623.7410
CHLD 478597 1366.128906 1704770623.7411
MEM 16830.527344 1704770623.8415
CHLD 478527 9.667969 1704770623.8578
CHLD 478597 1366.128906 1704770623.8578
MEM 17706.050781 1704770623.9581
CHLD 478527 9.667969 1704770623.9669
CHLD 478597 1366.128906 1704770623.9669
MEM 14902.722656 1704770624.0672
CHLD 478527 9.667969 1704770624.0760
CHLD 478597 1366.128906 1704770624.0760
MEM 13237.777344 1704770624.1765
CHLD 478527 9.667969 1704770624.1880
CHLD 478597 1366.128906 1704770624.1880
MEM 13237.765625 1704770624.2883
CHLD 478527 9.667969 1704770624.2973
CHLD 478597 1366.285156 1704770624.2973
MEM 13237.765625 1704770624.3977
CHLD 478527 9.667969 1704770624.4185
CHLD 478597 1366.285156 1704770624.4186
MEM 13237.765625 1704770624.5189
CHLD 478527 9.667969 1704770624.5404
CHLD 478597 1366.285156 1704770624.5405
MEM 13237.765625 1704770624.6410
CHLD 478527 9.667969 1704770624.6629
CHLD 478597 1366.285156 1704770624.6629
MEM 13237.765625 1704770624.7634
CHLD 478527 9.667969 1704770624.7865
CHLD 478597 1366.285156 1704770624.7866
MEM 13237.765625 1704770624.8870
CHLD 478527 9.667969 1704770624.9094
CHLD 478597 1366.285156 1704770624.9095
MEM 13237.765625 1704770625.0102
CHLD 478527 9.667969 1704770625.0339
CHLD 478597 1379.355469 1704770625.0340
MEM 13237.765625 1704770625.1344
CHLD 478527 9.667969 1704770625.1560
CHLD 478597 1379.355469 1704770625.1561
MEM 13237.765625 1704770625.2564
CHLD 478527 9.667969 1704770625.2716
CHLD 478597 1379.355469 1704770625.2716
MEM 13237.765625 1704770625.3723
CHLD 478527 9.667969 1704770625.4018
CHLD 478597 1384.253906 1704770625.4019
MEM 13238.031250 1704770625.5024
CHLD 478527 9.667969 1704770625.5246
CHLD 478597 1390.312500 1704770625.5246
MEM 13238.031250 1704770625.6250
CHLD 478527 9.667969 1704770625.6464
CHLD 478597 1390.312500 1704770625.6465
MEM 13238.031250 1704770625.7468
CHLD 478527 9.667969 1704770625.7683
CHLD 478597 1390.312500 1704770625.7683
MEM 13238.031250 1704770625.8687
CHLD 478527 9.667969 1704770625.8901
CHLD 478597 1390.312500 1704770625.8901
MEM 13238.031250 1704770625.9905
CHLD 478527 9.667969 1704770626.0114
CHLD 478597 1390.312500 1704770626.0114
MEM 13238.031250 1704770626.1119
CHLD 478527 9.667969 1704770626.1335
CHLD 478597 1386.933594 1704770626.1335
MEM 13238.031250 1704770626.2340
CHLD 478527 9.667969 1704770626.2563
CHLD 478597 1386.933594 1704770626.2563
MEM 13238.031250 1704770626.3568
CHLD 478527 9.667969 1704770626.3781
CHLD 478597 1386.933594 1704770626.3781
MEM 13238.031250 1704770626.4785
CHLD 478527 9.667969 1704770626.5007
CHLD 478597 1386.933594 1704770626.5008
MEM 13238.031250 1704770626.6011
CHLD 478527 9.667969 1704770626.6106
CHLD 478597 1386.933594 1704770626.6106
MEM 13238.078125 1704770626.7111
CHLD 478527 9.667969 1704770626.7326
CHLD 478597 1382.710938 1704770626.7327
MEM 13238.078125 1704770626.8331
CHLD 478527 9.667969 1704770626.8543
CHLD 478597 1382.710938 1704770626.8543
MEM 13238.078125 1704770626.9547
CHLD 478527 9.667969 1704770626.9758
CHLD 478597 1382.710938 1704770626.9759
MEM 13238.078125 1704770627.0763
CHLD 478527 9.667969 1704770627.0979
CHLD 478597 1382.710938 1704770627.0980
MEM 13238.078125 1704770627.1983
CHLD 478527 9.667969 1704770627.2197
CHLD 478597 1382.710938 1704770627.2198
MEM 13238.078125 1704770627.3202
CHLD 478527 9.667969 1704770627.3418
CHLD 478597 1382.710938 1704770627.3419
MEM 13238.078125 1704770627.4422
CHLD 478527 9.667969 1704770627.4630
CHLD 478597 1382.710938 1704770627.4630
MEM 13238.078125 1704770627.5635
CHLD 478527 9.667969 1704770627.5850
CHLD 478597 1382.710938 1704770627.5851
MEM 13238.078125 1704770627.6855
CHLD 478527 9.667969 1704770627.7078
CHLD 478597 1382.710938 1704770627.7078
MEM 13238.078125 1704770627.8083
CHLD 478527 9.667969 1704770627.8310
CHLD 478597 1382.710938 1704770627.8310
MEM 13238.058594 1704770627.9315
CHLD 478527 9.667969 1704770627.9508
CHLD 478597 1390.000000 1704770627.9509
MEM 13238.058594 1704770628.0513
CHLD 478527 9.667969 1704770628.0729
CHLD 478597 1390.000000 1704770628.0730
MEM 13238.058594 1704770628.1733
CHLD 478527 9.667969 1704770628.1954
CHLD 478597 1390.000000 1704770628.1955
MEM 13238.058594 1704770628.2958
CHLD 478527 9.667969 1704770628.3168
CHLD 478597 1390.000000 1704770628.3168
MEM 13238.058594 1704770628.4172
CHLD 478527 9.667969 1704770628.4385
CHLD 478597 1390.000000 1704770628.4385
MEM 13238.058594 1704770628.5390
CHLD 478527 9.667969 1704770628.5607
CHLD 478597 1390.000000 1704770628.5607
MEM 13238.058594 1704770628.6612
CHLD 478527 9.667969 1704770628.6827
CHLD 478597 1390.000000 1704770628.6828
MEM 13238.058594 1704770628.7833
CHLD 478527 9.667969 1704770628.8052
CHLD 478597 1390.000000 1704770628.8052
MEM 13238.058594 1704770628.9057
CHLD 478527 9.667969 1704770628.9272
CHLD 478597 1390.000000 1704770628.9272
MEM 13238.058594 1704770629.0276
CHLD 478527 9.667969 1704770629.0388
CHLD 478597 1390.000000 1704770629.0389
MEM 13238.058594 1704770629.1391
CHLD 478527 9.667969 1704770629.1480
CHLD 478597 1390.000000 1704770629.1480
MEM 13241.257812 1704770629.2484
CHLD 478527 9.667969 1704770629.2634
CHLD 478597 1390.000000 1704770629.2634
MEM 13244.683594 1704770629.3639
CHLD 478527 9.667969 1704770629.3859
CHLD 478597 1390.000000 1704770629.3860
MEM 13244.683594 1704770629.4863
CHLD 478527 9.667969 1704770629.4974
CHLD 478597 1390.000000 1704770629.4974
MEM 13244.683594 1704770629.5977
CHLD 478527 9.667969 1704770629.6075
CHLD 478597 1390.000000 1704770629.6075
MEM 13236.152344 1704770629.7080
CHLD 478527 9.667969 1704770629.7296
CHLD 478597 1390.000000 1704770629.7297
MEM 13236.308594 1704770629.8301
CHLD 478527 9.667969 1704770629.8517
CHLD 478597 1390.000000 1704770629.8518
MEM 13236.308594 1704770629.9522
CHLD 478527 9.667969 1704770629.9736
CHLD 478597 1390.000000 1704770629.9737
MEM 13236.308594 1704770630.0741
CHLD 478527 9.667969 1704770630.0955
CHLD 478597 1390.000000 1704770630.0955
MEM 13236.308594 1704770630.1958
CHLD 478527 9.667969 1704770630.2045
CHLD 478597 1390.000000 1704770630.2045
MEM 13236.308594 1704770630.3048
CHLD 478527 9.667969 1704770630.3134
CHLD 478597 1390.000000 1704770630.3134
MEM 13236.308594 1704770630.4136
CHLD 478527 9.667969 1704770630.4220
CHLD 478597 1390.000000 1704770630.4220
MEM 13298.222656 1704770630.5224
CHLD 478527 9.667969 1704770630.5366
CHLD 478597 1390.000000 1704770630.5366
MEM 13365.921875 1704770630.6371
CHLD 478527 9.667969 1704770630.6493
CHLD 478597 1390.000000 1704770630.6493
MEM 13462.656250 1704770630.7498
CHLD 478527 9.667969 1704770630.7811
CHLD 478597 1390.000000 1704770630.7812
MEM 13473.164062 1704770630.8816
CHLD 478527 9.667969 1704770630.9034
CHLD 478597 1390.000000 1704770630.9035
MEM 13473.164062 1704770631.0038
CHLD 478527 9.667969 1704770631.0248
CHLD 478597 1390.000000 1704770631.0249
MEM 13473.164062 1704770631.1253
CHLD 478527 9.667969 1704770631.1465
CHLD 478597 1390.000000 1704770631.1466
MEM 13473.164062 1704770631.2470
CHLD 478527 9.667969 1704770631.2627
CHLD 478597 1390.000000 1704770631.2627
MEM 13473.164062 1704770631.3629
CHLD 478527 9.667969 1704770631.3712
CHLD 478597 1390.000000 1704770631.3712
MEM 13473.164062 1704770631.4715
CHLD 478527 9.667969 1704770631.4851
CHLD 478597 1390.000000 1704770631.4851
MEM 13473.164062 1704770631.5853
CHLD 478527 9.667969 1704770631.5932
CHLD 478597 1390.000000 1704770631.5932
MEM 13473.164062 1704770631.6935
CHLD 478527 9.667969 1704770631.7020
CHLD 478597 1390.000000 1704770631.7020
MEM 13473.164062 1704770631.8024
CHLD 478527 9.667969 1704770631.8118
CHLD 478597 1390.000000 1704770631.8118
MEM 13473.164062 1704770631.9121
CHLD 478527 9.667969 1704770631.9207
CHLD 478597 1390.000000 1704770631.9207
MEM 13473.164062 1704770632.0210
CHLD 478527 9.667969 1704770632.0295
CHLD 478597 1385.593750 1704770632.0295
MEM 13478.035156 1704770632.1298
CHLD 478527 9.667969 1704770632.1385
CHLD 478597 1380.933594 1704770632.1385
MEM 13478.015625 1704770632.2389
CHLD 478527 9.667969 1704770632.2483
CHLD 478597 1389.988281 1704770632.2483
MEM 13478.015625 1704770632.3487
CHLD 478527 9.667969 1704770632.3611
CHLD 478597 1389.988281 1704770632.3611
MEM 13478.015625 1704770632.4615
CHLD 478527 9.667969 1704770632.4833
CHLD 478597 1389.988281 1704770632.4833
MEM 13478.015625 1704770632.5837
CHLD 478527 9.667969 1704770632.6046
CHLD 478597 1389.988281 1704770632.6046
MEM 13478.015625 1704770632.7051
CHLD 478527 9.667969 1704770632.7266
CHLD 478597 1389.988281 1704770632.7267
MEM 13478.015625 1704770632.8271
CHLD 478527 9.667969 1704770632.8492
CHLD 478597 1389.988281 1704770632.8493
MEM 13478.015625 1704770632.9496
CHLD 478527 9.667969 1704770632.9709
CHLD 478597 1389.988281 1704770632.9709
MEM 13478.015625 1704770633.0714
CHLD 478527 9.667969 1704770633.0933
CHLD 478597 1389.988281 1704770633.0934
MEM 13478.015625 1704770633.1939
CHLD 478527 9.667969 1704770633.2159
CHLD 478597 1389.988281 1704770633.2160
MEM 13478.015625 1704770633.3164
CHLD 478527 9.667969 1704770633.3380
CHLD 478597 1389.988281 1704770633.3381
MEM 13478.015625 1704770633.4383
CHLD 478527 9.667969 1704770633.4470
CHLD 478597 1389.988281 1704770633.4470
MEM 13485.238281 1704770633.5474
CHLD 478527 9.667969 1704770633.5664
CHLD 478597 1389.988281 1704770633.5664
MEM 13485.238281 1704770633.6669
CHLD 478527 9.667969 1704770633.6805
CHLD 478597 1389.988281 1704770633.6805
MEM 13485.218750 1704770633.7808
CHLD 478527 9.667969 1704770633.7893
CHLD 478597 1391.992188 1704770633.7893
MEM 13485.218750 1704770633.8895
CHLD 478527 9.667969 1704770633.9026
CHLD 478597 1391.992188 1704770633.9026
MEM 13485.218750 1704770634.0028
CHLD 478527 9.667969 1704770634.0108
CHLD 478597 1391.992188 1704770634.0108
MEM 13485.218750 1704770634.1110
CHLD 478527 9.667969 1704770634.1231
CHLD 478597 1391.992188 1704770634.1232
MEM 13485.218750 1704770634.2233
CHLD 478527 9.667969 1704770634.2310
CHLD 478597 1391.992188 1704770634.2310
MEM 13485.218750 1704770634.3315
CHLD 478527 9.667969 1704770634.3440
CHLD 478597 1391.992188 1704770634.3440
MEM 13485.218750 1704770634.4442
CHLD 478527 9.667969 1704770634.4524
CHLD 478597 1391.992188 1704770634.4524
MEM 13485.218750 1704770634.5527
CHLD 478527 9.667969 1704770634.5707
CHLD 478597 1391.992188 1704770634.5707
MEM 13485.218750 1704770634.6710
CHLD 478527 9.667969 1704770634.6795
CHLD 478597 1391.992188 1704770634.6796
MEM 13485.218750 1704770634.7799
CHLD 478527 9.667969 1704770634.7884
CHLD 478597 1391.992188 1704770634.7884
MEM 13485.300781 1704770634.8889
CHLD 478527 9.667969 1704770634.8989
CHLD 478597 1391.992188 1704770634.8990
MEM 13489.937500 1704770634.9994
CHLD 478527 9.667969 1704770635.0152
CHLD 478597 1391.992188 1704770635.0152
MEM 13453.945312 1704770635.1155
CHLD 478527 9.667969 1704770635.1331
CHLD 478597 1391.992188 1704770635.1331
MEM 13491.460938 1704770635.2339
CHLD 478527 9.667969 1704770635.2461
CHLD 478597 1391.992188 1704770635.2462
MEM 13491.460938 1704770635.3467
CHLD 478527 9.667969 1704770635.3702
CHLD 478597 1391.992188 1704770635.3703
MEM 13496.636719 1704770635.4706
CHLD 478527 9.667969 1704770635.4857
CHLD 478597 1391.992188 1704770635.4858
MEM 13496.636719 1704770635.5862
CHLD 478527 9.667969 1704770635.6036
CHLD 478597 1391.992188 1704770635.6037
MEM 13496.636719 1704770635.7041
CHLD 478527 9.667969 1704770635.7251
CHLD 478597 1391.992188 1704770635.7251
MEM 13498.156250 1704770635.8256
CHLD 478527 9.667969 1704770635.8470
CHLD 478597 1391.992188 1704770635.8471
MEM 13498.183594 1704770635.9475
CHLD 478527 9.667969 1704770635.9690
CHLD 478597 1391.992188 1704770635.9691
MEM 13502.589844 1704770636.0695
CHLD 478527 9.667969 1704770636.0910
CHLD 478597 1391.992188 1704770636.0911
MEM 13511.929688 1704770636.1915
CHLD 478527 9.667969 1704770636.2130
CHLD 478597 1391.992188 1704770636.2131
MEM 13523.320312 1704770636.3135
CHLD 478527 9.667969 1704770636.3359
CHLD 478597 1391.992188 1704770636.3360
MEM 13523.320312 1704770636.4364
CHLD 478527 9.667969 1704770636.4580
CHLD 478597 1391.992188 1704770636.4580
MEM 13523.320312 1704770636.5585
CHLD 478527 9.667969 1704770636.5800
CHLD 478597 1391.992188 1704770636.5800
MEM 13523.320312 1704770636.6805
CHLD 478527 9.667969 1704770636.7016
CHLD 478597 1391.992188 1704770636.7017
MEM 13523.320312 1704770636.8021
CHLD 478527 9.667969 1704770636.8236
CHLD 478597 1391.992188 1704770636.8236
MEM 13523.320312 1704770636.9241
CHLD 478527 9.667969 1704770636.9411
CHLD 478597 1391.992188 1704770636.9412
MEM 13523.300781 1704770637.0415
CHLD 478527 9.667969 1704770637.0500
CHLD 478597 1399.085938 1704770637.0500
MEM 13523.300781 1704770637.1502
CHLD 478527 9.667969 1704770637.1584
CHLD 478597 1399.085938 1704770637.1585
MEM 13523.300781 1704770637.2587
CHLD 478527 9.667969 1704770637.2666
CHLD 478597 1399.085938 1704770637.2666
MEM 13523.300781 1704770637.3668
CHLD 478527 9.667969 1704770637.3817
CHLD 478597 1399.085938 1704770637.3818
MEM 13523.300781 1704770637.4820
CHLD 478527 9.667969 1704770637.4900
CHLD 478597 1399.085938 1704770637.4900
MEM 13523.300781 1704770637.5903
CHLD 478527 9.667969 1704770637.5989
CHLD 478597 1399.085938 1704770637.5989
MEM 13523.300781 1704770637.6992
CHLD 478527 9.667969 1704770637.7075
CHLD 478597 1399.085938 1704770637.7075
MEM 13523.300781 1704770637.8080
CHLD 478527 9.667969 1704770637.8290
CHLD 478597 1399.085938 1704770637.8291
MEM 13523.300781 1704770637.9295
CHLD 478527 9.667969 1704770637.9492
CHLD 478597 1399.085938 1704770637.9492
MEM 13523.300781 1704770638.0495
CHLD 478527 9.667969 1704770638.0594
CHLD 478597 1399.085938 1704770638.0594
MEM 13523.300781 1704770638.1597
CHLD 478527 9.667969 1704770638.1683
CHLD 478597 1399.085938 1704770638.1683
MEM 13523.718750 1704770638.2687
CHLD 478527 9.667969 1704770638.2774
CHLD 478597 1399.085938 1704770638.2775
MEM 13523.718750 1704770638.3778
CHLD 478527 9.667969 1704770638.3895
CHLD 478597 1399.085938 1704770638.3896
MEM 13523.699219 1704770638.4899
CHLD 478527 9.667969 1704770638.5097
CHLD 478597 1401.562500 1704770638.5098
MEM 13523.699219 1704770638.6100
CHLD 478527 9.667969 1704770638.6184
CHLD 478597 1401.562500 1704770638.6184
MEM 13523.699219 1704770638.7186
CHLD 478527 9.667969 1704770638.7333
CHLD 478597 1401.562500 1704770638.7333
MEM 13523.699219 1704770638.8335
CHLD 478527 9.667969 1704770638.8416
CHLD 478597 1401.562500 1704770638.8416
MEM 13523.699219 1704770638.9418
CHLD 478527 9.667969 1704770638.9498
CHLD 478597 1401.562500 1704770638.9498
MEM 13523.699219 1704770639.0501
CHLD 478527 9.667969 1704770639.0621
CHLD 478597 1401.562500 1704770639.0621
MEM 13523.699219 1704770639.1623
CHLD 478527 9.667969 1704770639.1787
CHLD 478597 1401.562500 1704770639.1787
MEM 13523.699219 1704770639.2790
CHLD 478527 9.667969 1704770639.2875
CHLD 478597 1383.000000 1704770639.2875
MEM 13523.699219 1704770639.3878
CHLD 478527 9.667969 1704770639.4018
CHLD 478597 1383.000000 1704770639.4018
MEM 13523.699219 1704770639.5021
CHLD 478527 9.667969 1704770639.5105
CHLD 478597 1383.000000 1704770639.5105
MEM 13526.175781 1704770639.6108
CHLD 478527 9.667969 1704770639.6202
CHLD 478597 1378.339844 1704770639.6202
MEM 13526.175781 1704770639.7206
CHLD 478527 9.667969 1704770639.7390
CHLD 478597 1378.339844 1704770639.7390
MEM 13526.156250 1704770639.8393
CHLD 478527 9.667969 1704770639.8478
CHLD 478597 1384.296875 1704770639.8479
MEM 13526.156250 1704770639.9481
CHLD 478527 9.667969 1704770639.9564
CHLD 478597 1384.296875 1704770639.9565
MEM 13526.156250 1704770640.0567
CHLD 478527 9.667969 1704770640.0643
CHLD 478597 1384.296875 1704770640.0643
MEM 13526.156250 1704770640.1645
CHLD 478527 9.667969 1704770640.1723
CHLD 478597 1384.296875 1704770640.1723
MEM 13526.156250 1704770640.2725
CHLD 478527 9.667969 1704770640.2801
CHLD 478597 1384.296875 1704770640.2801
MEM 13526.156250 1704770640.3804
CHLD 478527 9.667969 1704770640.3969
CHLD 478597 1384.296875 1704770640.3969
MEM 13526.156250 1704770640.4971
CHLD 478527 9.667969 1704770640.5054
CHLD 478597 1384.296875 1704770640.5054
MEM 13526.156250 1704770640.6056
CHLD 478527 9.667969 1704770640.6141
CHLD 478597 1384.296875 1704770640.6141
MEM 13526.156250 1704770640.7144
CHLD 478527 9.667969 1704770640.7227
CHLD 478597 1384.296875 1704770640.7228
MEM 13526.156250 1704770640.8230
CHLD 478527 9.667969 1704770640.8314
CHLD 478597 1384.296875 1704770640.8314
MEM 13526.156250 1704770640.9318
CHLD 478527 9.667969 1704770640.9402
CHLD 478597 1384.296875 1704770640.9403
MEM 13526.160156 1704770641.0406
CHLD 478527 9.667969 1704770641.0496
CHLD 478597 1384.296875 1704770641.0496
MEM 13526.160156 1704770641.1499
CHLD 478527 9.667969 1704770641.1598
CHLD 478597 1384.296875 1704770641.1598
MEM 13526.160156 1704770641.2601
CHLD 478527 9.667969 1704770641.2711
CHLD 478597 1384.296875 1704770641.2711
MEM 13526.140625 1704770641.3715
CHLD 478527 9.667969 1704770641.3877
CHLD 478597 1387.550781 1704770641.3878
MEM 13526.140625 1704770641.4880
CHLD 478527 9.667969 1704770641.5094
CHLD 478597 1387.550781 1704770641.5095
MEM 13526.140625 1704770641.6098
CHLD 478527 9.667969 1704770641.6323
CHLD 478597 1387.550781 1704770641.6323
MEM 13526.140625 1704770641.7327
CHLD 478527 9.667969 1704770641.7540
CHLD 478597 1387.550781 1704770641.7541
MEM 13526.140625 1704770641.8545
CHLD 478527 9.667969 1704770641.8753
CHLD 478597 1387.550781 1704770641.8754
MEM 13526.140625 1704770641.9758
CHLD 478527 9.667969 1704770641.9975
CHLD 478597 1387.550781 1704770641.9975
MEM 13526.140625 1704770642.0979
CHLD 478527 9.667969 1704770642.1197
CHLD 478597 1387.550781 1704770642.1198
MEM 13526.140625 1704770642.2202
CHLD 478527 9.667969 1704770642.2420
CHLD 478597 1387.550781 1704770642.2420
MEM 13526.140625 1704770642.3425
CHLD 478527 9.667969 1704770642.3639
CHLD 478597 1387.550781 1704770642.3639
MEM 13526.140625 1704770642.4644
CHLD 478527 9.667969 1704770642.4775
CHLD 478597 1387.550781 1704770642.4775
MEM 13526.140625 1704770642.5778
CHLD 478527 9.667969 1704770642.5863
CHLD 478597 1387.550781 1704770642.5864
MEM 13526.511719 1704770642.6868
CHLD 478527 9.667969 1704770642.7082
CHLD 478597 1387.550781 1704770642.7083
MEM 13526.492188 1704770642.8088
CHLD 478527 9.667969 1704770642.8267
CHLD 478597 1391.531250 1704770642.8267
MEM 13526.492188 1704770642.9270
CHLD 478527 9.667969 1704770642.9487
CHLD 478597 1391.531250 1704770642.9488
MEM 13526.492188 1704770643.0491
CHLD 478527 9.667969 1704770643.0699
CHLD 478597 1391.531250 1704770643.0700
MEM 13526.492188 1704770643.1704
CHLD 478527 9.667969 1704770643.1915
CHLD 478597 1391.531250 1704770643.1916
MEM 13526.492188 1704770643.2919
CHLD 478527 9.667969 1704770643.3020
CHLD 478597 1391.531250 1704770643.3020
MEM 13526.492188 1704770643.4023
CHLD 478527 9.667969 1704770643.4188
CHLD 478597 1391.531250 1704770643.4188
MEM 13526.492188 1704770643.5190
CHLD 478527 9.667969 1704770643.5268
CHLD 478597 1391.531250 1704770643.5268
MEM 13526.496094 1704770643.6271
CHLD 478527 9.667969 1704770643.6408
CHLD 478597 1391.531250 1704770643.6409
MEM 13591.382812 1704770643.7411
CHLD 478527 9.667969 1704770643.7496
CHLD 478597 1391.531250 1704770643.7496
MEM 13591.765625 1704770643.8499
CHLD 478527 9.667969 1704770643.8585
CHLD 478597 1391.531250 1704770643.8585
MEM 13591.765625 1704770643.9588
CHLD 478527 9.667969 1704770643.9672
CHLD 478597 1391.531250 1704770643.9672
MEM 13591.765625 1704770644.0676
CHLD 478527 9.667969 1704770644.0832
CHLD 478597 1391.531250 1704770644.0833
MEM 13591.765625 1704770644.1837
CHLD 478527 9.667969 1704770644.2059
CHLD 478597 1391.531250 1704770644.2060
MEM 13591.746094 1704770644.3064
CHLD 478527 9.667969 1704770644.3264
CHLD 478597 1386.179688 1704770644.3265
MEM 13591.746094 1704770644.4269
CHLD 478527 9.667969 1704770644.4473
CHLD 478597 1386.179688 1704770644.4473
MEM 13591.746094 1704770644.5477
CHLD 478527 9.667969 1704770644.5685
CHLD 478597 1386.179688 1704770644.5686
MEM 13591.746094 1704770644.6690
CHLD 478527 9.667969 1704770644.6904
CHLD 478597 1386.179688 1704770644.6904
MEM 13591.746094 1704770644.7908
CHLD 478527 9.667969 1704770644.8118
CHLD 478597 1386.179688 1704770644.8118
MEM 13591.746094 1704770644.9123
CHLD 478527 9.667969 1704770644.9337
CHLD 478597 1386.179688 1704770644.9337
MEM 13591.746094 1704770645.0340
CHLD 478527 9.667969 1704770645.0425
CHLD 478597 1386.179688 1704770645.0425
MEM 13591.746094 1704770645.1430
CHLD 478527 9.667969 1704770645.1613
CHLD 478597 1386.179688 1704770645.1613
MEM 13591.746094 1704770645.2618
CHLD 478527 9.667969 1704770645.2761
CHLD 478597 1386.179688 1704770645.2761
MEM 13591.746094 1704770645.3767
CHLD 478527 9.667969 1704770645.4033
CHLD 478597 1386.179688 1704770645.4034
MEM 13591.746094 1704770645.5038
CHLD 478527 9.667969 1704770645.5147
CHLD 478597 1381.519531 1704770645.5147
MEM 13591.746094 1704770645.6151
CHLD 478527 9.667969 1704770645.6363
CHLD 478597 1381.519531 1704770645.6364
MEM 13591.746094 1704770645.7367
CHLD 478527 9.667969 1704770645.7578
CHLD 478597 1381.519531 1704770645.7579
MEM 13591.746094 1704770645.8582
CHLD 478527 9.667969 1704770645.8789
CHLD 478597 1381.519531 1704770645.8790
MEM 13591.746094 1704770645.9793
CHLD 478527 9.667969 1704770646.0002
CHLD 478597 1381.519531 1704770646.0003
MEM 13591.746094 1704770646.1007
CHLD 478527 9.667969 1704770646.1220
CHLD 478597 1381.519531 1704770646.1220
MEM 13591.746094 1704770646.2223
CHLD 478527 9.667969 1704770646.2430
CHLD 478597 1381.519531 1704770646.2431
MEM 13591.746094 1704770646.3434
CHLD 478527 9.667969 1704770646.3642
CHLD 478597 1381.519531 1704770646.3643
MEM 13591.746094 1704770646.4646
CHLD 478527 9.667969 1704770646.4853
CHLD 478597 1381.519531 1704770646.4853
MEM 13591.746094 1704770646.5856
CHLD 478527 9.667969 1704770646.5952
CHLD 478597 1381.519531 1704770646.5953
MEM 13591.746094 1704770646.6956
CHLD 478527 9.667969 1704770646.7168
CHLD 478597 1381.519531 1704770646.7169
MEM 13591.746094 1704770646.8172
CHLD 478527 9.667969 1704770646.8315
CHLD 478597 1381.519531 1704770646.8315
MEM 13591.746094 1704770646.9318
CHLD 478527 9.667969 1704770646.9432
CHLD 478597 1381.519531 1704770646.9432
MEM 13591.746094 1704770647.0434
CHLD 478527 9.667969 1704770647.0525
CHLD 478597 1381.519531 1704770647.0525
MEM 13591.746094 1704770647.1528
CHLD 478527 9.667969 1704770647.1637
CHLD 478597 1381.519531 1704770647.1637
MEM 13591.746094 1704770647.2639
CHLD 478527 9.667969 1704770647.2732
CHLD 478597 1381.519531 1704770647.2732
MEM 13591.746094 1704770647.3735
CHLD 478527 9.667969 1704770647.3823
CHLD 478597 1381.519531 1704770647.3823
MEM 13591.746094 1704770647.4828
CHLD 478527 9.667969 1704770647.5044
CHLD 478597 1381.519531 1704770647.5045
MEM 13591.746094 1704770647.6048
CHLD 478527 9.667969 1704770647.6133
CHLD 478597 1381.519531 1704770647.6134
MEM 13591.855469 1704770647.7137
CHLD 478527 9.667969 1704770647.7224
CHLD 478597 1389.152344 1704770647.7224
MEM 13591.855469 1704770647.8226
CHLD 478527 9.667969 1704770647.8308
CHLD 478597 1389.152344 1704770647.8309
MEM 13591.855469 1704770647.9312
CHLD 478527 9.667969 1704770647.9402
CHLD 478597 1389.152344 1704770647.9403
MEM 13591.855469 1704770648.0405
CHLD 478527 9.667969 1704770648.0484
CHLD 478597 1389.152344 1704770648.0484
MEM 13591.855469 1704770648.1487
CHLD 478527 9.667969 1704770648.1566
CHLD 478597 1389.152344 1704770648.1566
MEM 13591.855469 1704770648.2570
CHLD 478527 9.667969 1704770648.2763
CHLD 478597 1389.152344 1704770648.2763
MEM 13591.855469 1704770648.3766
CHLD 478527 9.667969 1704770648.3850
CHLD 478597 1389.152344 1704770648.3850
MEM 13591.855469 1704770648.4853
CHLD 478527 9.667969 1704770648.4937
CHLD 478597 1389.152344 1704770648.4938
MEM 13591.855469 1704770648.5940
CHLD 478527 9.667969 1704770648.6022
CHLD 478597 1389.152344 1704770648.6022
MEM 13591.855469 1704770648.7027
CHLD 478527 9.667969 1704770648.7221
CHLD 478597 1389.152344 1704770648.7221
MEM 13591.855469 1704770648.8224
CHLD 478527 9.667969 1704770648.8309
CHLD 478597 1389.152344 1704770648.8309
MEM 13591.855469 1704770648.9312
