CMDLINE ns-train l3gs
MEM 707.070312 1704770597.7910
MEM 707.843750 1704770597.9062
MEM 708.617188 1704770598.0140
MEM 709.390625 1704770598.1275
MEM 710.421875 1704770598.2453
MEM 711.757812 1704770598.3534
CHLD 478527 8.820312 1704770598.3687
MEM 1898.308594 1704770598.4691
CHLD 478527 9.667969 1704770598.4785
MEM 3431.777344 1704770598.5789
CHLD 478527 9.667969 1704770598.5886
MEM 4833.761719 1704770598.6890
CHLD 478527 9.667969 1704770598.6981
MEM 6107.972656 1704770598.7987
CHLD 478527 9.667969 1704770598.8144
MEM 7927.097656 1704770598.9149
CHLD 478527 9.667969 1704770598.9307
MEM 9779.480469 1704770599.0315
CHLD 478527 9.667969 1704770599.0473
MEM 10824.449219 1704770599.1476
CHLD 478527 9.667969 1704770599.1557
MEM 10892.757812 1704770599.2562
CHLD 478527 9.667969 1704770599.2749
MEM 10962.109375 1704770599.3753
CHLD 478527 9.667969 1704770599.3967
MEM 11032.750000 1704770599.4971
CHLD 478527 9.667969 1704770599.5235
MEM 11112.671875 1704770599.6239
CHLD 478527 9.667969 1704770599.6502
MEM 11194.109375 1704770599.7507
CHLD 478527 9.667969 1704770599.7724
MEM 11254.433594 1704770599.8729
CHLD 478527 9.667969 1704770599.8943
MEM 11328.683594 1704770599.9948
CHLD 478527 9.667969 1704770600.0162
MEM 11376.378906 1704770600.1167
CHLD 478527 9.667969 1704770600.1384
MEM 11376.378906 1704770600.2388
CHLD 478527 9.667969 1704770600.2645
MEM 11376.378906 1704770600.3649
CHLD 478527 9.667969 1704770600.3865
MEM 11229.792969 1704770600.4869
CHLD 478527 9.667969 1704770600.5032
MEM 11230.343750 1704770600.6034
CHLD 478527 9.667969 1704770600.6248
MEM 11416.843750 1704770600.7252
CHLD 478527 9.667969 1704770600.7468
MEM 11644.234375 1704770600.8473
CHLD 478527 9.667969 1704770600.8691
MEM 11720.480469 1704770600.9694
CHLD 478527 9.667969 1704770600.9798
MEM 11249.859375 1704770601.0801
CHLD 478527 9.667969 1704770601.0886
MEM 11333.289062 1704770601.1890
CHLD 478527 9.667969 1704770601.1983
MEM 11275.218750 1704770601.2986
CHLD 478527 9.667969 1704770601.3122
MEM 11353.027344 1704770601.4127
CHLD 478527 9.667969 1704770601.4277
MEM 11403.777344 1704770601.5281
CHLD 478527 9.667969 1704770601.5441
CHLD 478597 15.187500 1704770601.5442
MEM 11435.746094 1704770601.6445
CHLD 478527 9.667969 1704770601.6536
CHLD 478597 113.968750 1704770601.6536
MEM 11495.558594 1704770601.7541
CHLD 478527 9.667969 1704770601.7629
CHLD 478597 155.667969 1704770601.7629
MEM 11550.472656 1704770601.8632
CHLD 478527 9.667969 1704770601.8788
CHLD 478597 177.371094 1704770601.8788
MEM 11615.183594 1704770601.9791
CHLD 478527 9.667969 1704770601.9879
CHLD 478597 223.277344 1704770601.9879
MEM 11679.636719 1704770602.0883
CHLD 478527 9.667969 1704770602.1133
CHLD 478597 242.863281 1704770602.1134
MEM 11766.519531 1704770602.2137
CHLD 478527 9.667969 1704770602.2353
CHLD 478597 252.824219 1704770602.2354
MEM 11775.285156 1704770602.3358
CHLD 478527 9.667969 1704770602.3571
CHLD 478597 265.523438 1704770602.3571
MEM 11841.285156 1704770602.4575
CHLD 478527 9.667969 1704770602.4781
CHLD 478597 278.062500 1704770602.4781
MEM 11843.863281 1704770602.5785
CHLD 478527 9.667969 1704770602.5879
CHLD 478597 288.117188 1704770602.5880
MEM 11843.863281 1704770602.6885
CHLD 478527 9.667969 1704770602.7044
CHLD 478597 298.148438 1704770602.7044
MEM 11843.863281 1704770602.8047
CHLD 478527 9.667969 1704770602.8129
CHLD 478597 304.062500 1704770602.8129
MEM 11847.730469 1704770602.9132
CHLD 478527 9.667969 1704770602.9262
CHLD 478597 312.507812 1704770602.9262
MEM 11973.800781 1704770603.0267
CHLD 478527 9.667969 1704770603.0486
CHLD 478597 323.574219 1704770603.0487
MEM 12162.519531 1704770603.1492
CHLD 478527 9.667969 1704770603.1716
CHLD 478597 325.894531 1704770603.1717
MEM 12256.621094 1704770603.2731
CHLD 478527 9.667969 1704770603.2856
CHLD 478597 326.152344 1704770603.2856
MEM 11862.515625 1704770603.3859
CHLD 478527 9.667969 1704770603.3944
CHLD 478597 326.152344 1704770603.3945
MEM 11935.925781 1704770603.4947
CHLD 478527 9.667969 1704770603.5038
CHLD 478597 326.667969 1704770603.5038
MEM 11862.453125 1704770603.6042
CHLD 478527 9.667969 1704770603.6135
CHLD 478597 326.667969 1704770603.6135
MEM 11862.980469 1704770603.7138
CHLD 478527 9.667969 1704770603.7224
CHLD 478597 326.667969 1704770603.7224
MEM 11898.773438 1704770603.8228
CHLD 478527 9.667969 1704770603.8445
CHLD 478597 327.339844 1704770603.8446
MEM 11944.921875 1704770603.9450
CHLD 478527 9.667969 1704770603.9633
CHLD 478597 338.105469 1704770603.9634
MEM 11981.531250 1704770604.0637
CHLD 478527 9.667969 1704770604.0725
CHLD 478597 349.210938 1704770604.0725
MEM 12024.070312 1704770604.1729
CHLD 478527 9.667969 1704770604.1958
CHLD 478597 350.757812 1704770604.1958
MEM 12090.585938 1704770604.2961
CHLD 478527 9.667969 1704770604.3129
CHLD 478597 366.570312 1704770604.3129
MEM 12156.585938 1704770604.4133
CHLD 478527 9.667969 1704770604.4350
CHLD 478597 374.980469 1704770604.4351
MEM 12156.585938 1704770604.5355
CHLD 478527 9.667969 1704770604.5573
CHLD 478597 377.917969 1704770604.5573
MEM 12164.835938 1704770604.6578
CHLD 478527 9.667969 1704770604.6800
CHLD 478597 379.207031 1704770604.6800
MEM 12164.835938 1704770604.7805
CHLD 478527 9.667969 1704770604.8027
CHLD 478597 385.589844 1704770604.8028
MEM 12164.835938 1704770604.9031
CHLD 478527 9.667969 1704770604.9251
CHLD 478597 395.937500 1704770604.9251
MEM 12164.835938 1704770605.0256
CHLD 478527 9.667969 1704770605.0421
CHLD 478597 405.105469 1704770605.0422
MEM 12167.929688 1704770605.1426
CHLD 478527 9.667969 1704770605.1689
CHLD 478597 407.683594 1704770605.1690
MEM 12336.281250 1704770605.2693
CHLD 478527 9.667969 1704770605.2781
CHLD 478597 412.812500 1704770605.2781
MEM 12487.617188 1704770605.3786
CHLD 478527 9.667969 1704770605.4008
CHLD 478597 442.171875 1704770605.4008
MEM 12168.484375 1704770605.5011
CHLD 478527 9.667969 1704770605.5162
CHLD 478597 449.632812 1704770605.5162
MEM 12182.832031 1704770605.6167
CHLD 478527 9.667969 1704770605.6394
CHLD 478597 457.433594 1704770605.6395
MEM 12122.554688 1704770605.7399
CHLD 478527 9.667969 1704770605.7578
CHLD 478597 491.722656 1704770605.7578
MEM 12191.906250 1704770605.8582
CHLD 478527 9.667969 1704770605.8761
CHLD 478597 492.664062 1704770605.8761
MEM 12259.453125 1704770605.9764
CHLD 478527 9.667969 1704770605.9873
CHLD 478597 492.921875 1704770605.9874
MEM 12321.070312 1704770606.0877
CHLD 478527 9.667969 1704770606.1005
CHLD 478597 494.312500 1704770606.1006
MEM 12516.441406 1704770606.2009
CHLD 478527 9.667969 1704770606.2140
CHLD 478597 495.585938 1704770606.2140
MEM 12140.953125 1704770606.3145
CHLD 478527 9.667969 1704770606.3357
CHLD 478597 500.652344 1704770606.3358
MEM 12141.011719 1704770606.4361
CHLD 478527 9.667969 1704770606.4447
CHLD 478597 507.882812 1704770606.4448
MEM 12141.144531 1704770606.5450
CHLD 478527 9.667969 1704770606.5555
CHLD 478597 509.726562 1704770606.5555
MEM 12141.144531 1704770606.6557
CHLD 478527 9.667969 1704770606.6640
CHLD 478597 518.937500 1704770606.6640
MEM 12141.144531 1704770606.7643
CHLD 478527 9.667969 1704770606.7726
CHLD 478597 536.378906 1704770606.7727
MEM 12141.144531 1704770606.8729
CHLD 478527 9.667969 1704770606.8812
CHLD 478597 550.773438 1704770606.8812
MEM 12141.292969 1704770606.9815
CHLD 478527 9.667969 1704770606.9898
CHLD 478597 554.898438 1704770606.9898
MEM 12141.292969 1704770607.0901
CHLD 478527 9.667969 1704770607.0984
CHLD 478597 557.453125 1704770607.0984
MEM 12141.292969 1704770607.1987
CHLD 478527 9.667969 1704770607.2069
CHLD 478597 564.367188 1704770607.2069
MEM 12141.292969 1704770607.3071
CHLD 478527 9.667969 1704770607.3151
CHLD 478597 566.191406 1704770607.3152
MEM 12141.468750 1704770607.4155
CHLD 478527 9.667969 1704770607.4339
CHLD 478597 573.402344 1704770607.4340
MEM 12179.628906 1704770607.5343
CHLD 478527 9.667969 1704770607.5431
CHLD 478597 591.851562 1704770607.5431
MEM 12213.660156 1704770607.6434
CHLD 478527 9.667969 1704770607.6519
CHLD 478597 594.023438 1704770607.6519
MEM 12271.410156 1704770607.7524
CHLD 478527 9.667969 1704770607.7730
CHLD 478597 594.578125 1704770607.7730
MEM 12334.832031 1704770607.8734
CHLD 478527 9.667969 1704770607.8950
CHLD 478597 596.636719 1704770607.8950
MEM 12394.128906 1704770607.9954
CHLD 478527 9.667969 1704770608.0172
CHLD 478597 626.167969 1704770608.0173
MEM 12458.324219 1704770608.1177
CHLD 478527 9.667969 1704770608.1395
CHLD 478597 638.667969 1704770608.1395
MEM 12521.746094 1704770608.2399
CHLD 478527 9.667969 1704770608.2618
CHLD 478597 659.652344 1704770608.2619
MEM 12577.433594 1704770608.3623
CHLD 478527 9.667969 1704770608.3840
CHLD 478597 713.199219 1704770608.3841
MEM 12640.597656 1704770608.4845
CHLD 478527 9.667969 1704770608.5062
CHLD 478597 783.066406 1704770608.5063
MEM 12698.089844 1704770608.6071
CHLD 478527 9.667969 1704770608.6377
CHLD 478597 859.378906 1704770608.6377
MEM 12756.613281 1704770608.7382
CHLD 478527 9.667969 1704770608.7598
CHLD 478597 930.792969 1704770608.7598
MEM 12817.972656 1704770608.8603
CHLD 478527 9.667969 1704770608.8800
CHLD 478597 1003.691406 1704770608.8801
MEM 12874.433594 1704770608.9804
CHLD 478527 9.667969 1704770608.9890
CHLD 478597 1076.652344 1704770608.9890
MEM 12924.707031 1704770609.0894
CHLD 478527 9.667969 1704770609.1111
CHLD 478597 1128.726562 1704770609.1112
MEM 12984.261719 1704770609.2116
CHLD 478527 9.667969 1704770609.2331
CHLD 478597 1199.109375 1704770609.2331
MEM 13043.558594 1704770609.3336
CHLD 478527 9.667969 1704770609.3555
CHLD 478597 1231.351562 1704770609.3555
MEM 13097.441406 1704770609.4560
CHLD 478527 9.667969 1704770609.4781
CHLD 478597 1231.351562 1704770609.4782
MEM 13156.738281 1704770609.5786
CHLD 478527 9.667969 1704770609.6002
CHLD 478597 1231.351562 1704770609.6003
MEM 13170.660156 1704770609.7008
CHLD 478527 9.667969 1704770609.7229
CHLD 478597 1085.191406 1704770609.7230
MEM 13170.660156 1704770609.8235
CHLD 478527 9.667969 1704770609.8471
CHLD 478597 1085.980469 1704770609.8472
MEM 13170.660156 1704770609.9476
CHLD 478527 9.667969 1704770609.9574
CHLD 478597 1196.730469 1704770609.9574
MEM 13170.660156 1704770610.0578
CHLD 478527 9.667969 1704770610.0840
CHLD 478597 1411.230469 1704770610.0840
MEM 13170.660156 1704770610.1845
CHLD 478527 9.667969 1704770610.2097
CHLD 478597 1614.128906 1704770610.2097
MEM 13170.660156 1704770610.3102
CHLD 478527 9.667969 1704770610.3253
CHLD 478597 1096.277344 1704770610.3253
MEM 13170.660156 1704770610.4258
CHLD 478527 9.667969 1704770610.4465
CHLD 478597 1189.312500 1704770610.4466
MEM 13170.660156 1704770610.5471
CHLD 478527 9.667969 1704770610.5691
CHLD 478597 1134.078125 1704770610.5692
MEM 13170.660156 1704770610.6697
CHLD 478527 9.667969 1704770610.6970
CHLD 478597 1189.984375 1704770610.6971
MEM 13170.660156 1704770610.7975
CHLD 478527 9.667969 1704770610.8092
CHLD 478597 1250.699219 1704770610.8093
MEM 13170.660156 1704770610.9096
CHLD 478527 9.667969 1704770610.9181
CHLD 478597 1250.699219 1704770610.9181
MEM 13170.660156 1704770611.0185
CHLD 478527 9.667969 1704770611.0398
CHLD 478597 1250.699219 1704770611.0398
MEM 13170.660156 1704770611.1402
CHLD 478527 9.667969 1704770611.1559
CHLD 478597 1250.699219 1704770611.1559
MEM 13170.660156 1704770611.2563
CHLD 478527 9.667969 1704770611.2740
CHLD 478597 1250.699219 1704770611.2740
MEM 13170.660156 1704770611.3743
CHLD 478527 9.667969 1704770611.3906
CHLD 478597 1250.699219 1704770611.3907
MEM 13170.660156 1704770611.4910
CHLD 478527 9.667969 1704770611.4997
CHLD 478597 1250.699219 1704770611.4997
MEM 13170.660156 1704770611.6002
CHLD 478527 9.667969 1704770611.6223
CHLD 478597 1250.699219 1704770611.6224
MEM 13170.660156 1704770611.7228
CHLD 478527 9.667969 1704770611.7389
CHLD 478597 1250.699219 1704770611.7390
MEM 13170.660156 1704770611.8393
CHLD 478527 9.667969 1704770611.8480
CHLD 478597 1250.699219 1704770611.8480
MEM 13170.660156 1704770611.9483
CHLD 478527 9.667969 1704770611.9570
CHLD 478597 1250.699219 1704770611.9571
MEM 13203.351562 1704770612.0574
CHLD 478527 9.667969 1704770612.0660
CHLD 478597 1250.699219 1704770612.0660
MEM 13225.257812 1704770612.1663
CHLD 478527 9.667969 1704770612.1752
CHLD 478597 1250.699219 1704770612.1753
MEM 13414.750000 1704770612.2756
CHLD 478527 9.667969 1704770612.2847
CHLD 478597 1250.699219 1704770612.2847
MEM 13623.835938 1704770612.3850
CHLD 478527 9.667969 1704770612.3941
CHLD 478597 1250.699219 1704770612.3941
MEM 13832.921875 1704770612.4945
CHLD 478527 9.667969 1704770612.5035
CHLD 478597 1250.699219 1704770612.5035
MEM 14037.882812 1704770612.6040
CHLD 478527 9.667969 1704770612.6168
CHLD 478597 1250.699219 1704770612.6168
MEM 14266.304688 1704770612.7172
CHLD 478527 9.667969 1704770612.7287
CHLD 478597 1250.699219 1704770612.7287
MEM 14418.414062 1704770612.8295
CHLD 478527 9.667969 1704770612.8541
CHLD 478597 1250.699219 1704770612.8542
MEM 14418.414062 1704770612.9551
CHLD 478527 9.667969 1704770612.9822
CHLD 478597 1250.699219 1704770612.9823
MEM 13226.878906 1704770613.0825
CHLD 478527 9.667969 1704770613.0909
CHLD 478597 1250.699219 1704770613.0909
MEM 13228.902344 1704770613.1912
CHLD 478527 9.667969 1704770613.1993
CHLD 478597 1250.699219 1704770613.1993
MEM 13228.902344 1704770613.2996
CHLD 478527 9.667969 1704770613.3075
CHLD 478597 1250.699219 1704770613.3075
MEM 13228.902344 1704770613.4077
CHLD 478527 9.667969 1704770613.4158
CHLD 478597 1250.699219 1704770613.4158
MEM 13228.902344 1704770613.5161
CHLD 478527 9.667969 1704770613.5244
CHLD 478597 1250.699219 1704770613.5245
MEM 13229.089844 1704770613.6247
CHLD 478527 9.667969 1704770613.6329
CHLD 478597 1250.699219 1704770613.6330
MEM 13229.089844 1704770613.7332
CHLD 478527 9.667969 1704770613.7414
CHLD 478597 1250.699219 1704770613.7414
MEM 13229.089844 1704770613.8416
CHLD 478527 9.667969 1704770613.8496
CHLD 478597 1250.699219 1704770613.8497
MEM 13229.089844 1704770613.9499
CHLD 478527 9.667969 1704770613.9580
CHLD 478597 1250.699219 1704770613.9580
MEM 13229.089844 1704770614.0583
CHLD 478527 9.667969 1704770614.0664
CHLD 478597 1250.699219 1704770614.0665
MEM 13229.089844 1704770614.1667
CHLD 478527 9.667969 1704770614.1749
CHLD 478597 1250.699219 1704770614.1749
MEM 13229.089844 1704770614.2751
CHLD 478527 9.667969 1704770614.2831
CHLD 478597 1250.699219 1704770614.2831
MEM 13229.089844 1704770614.3833
CHLD 478527 9.667969 1704770614.3912
CHLD 478597 1250.699219 1704770614.3912
MEM 13229.089844 1704770614.4915
CHLD 478527 9.667969 1704770614.5013
CHLD 478597 1250.699219 1704770614.5013
MEM 13229.089844 1704770614.6015
CHLD 478527 9.667969 1704770614.6127
CHLD 478597 1250.699219 1704770614.6127
MEM 13229.089844 1704770614.7130
CHLD 478527 9.667969 1704770614.7212
CHLD 478597 1250.699219 1704770614.7212
MEM 13235.007812 1704770614.8215
CHLD 478527 9.667969 1704770614.8300
CHLD 478597 1250.699219 1704770614.8300
MEM 13236.746094 1704770614.9304
CHLD 478527 9.667969 1704770614.9528
CHLD 478597 1250.699219 1704770614.9529
MEM 13236.746094 1704770615.0532
CHLD 478527 9.667969 1704770615.0748
CHLD 478597 1250.699219 1704770615.0748
MEM 13236.746094 1704770615.1753
CHLD 478527 9.667969 1704770615.1855
CHLD 478597 1250.699219 1704770615.1856
MEM 13236.746094 1704770615.2859
CHLD 478527 9.667969 1704770615.2938
CHLD 478597 1250.699219 1704770615.2939
MEM 13236.746094 1704770615.3941
CHLD 478527 9.667969 1704770615.4053
CHLD 478597 1250.699219 1704770615.4054
MEM 13236.746094 1704770615.5057
CHLD 478527 9.667969 1704770615.5229
CHLD 478597 1250.699219 1704770615.5229
MEM 13236.746094 1704770615.6233
CHLD 478527 9.667969 1704770615.6366
CHLD 478597 1250.699219 1704770615.6366
MEM 13236.746094 1704770615.7370
CHLD 478527 9.667969 1704770615.7519
CHLD 478597 1250.699219 1704770615.7519
MEM 13236.746094 1704770615.8523
CHLD 478527 9.667969 1704770615.8636
CHLD 478597 1250.699219 1704770615.8637
MEM 13236.746094 1704770615.9641
CHLD 478527 9.667969 1704770615.9759
CHLD 478597 1250.699219 1704770615.9759
MEM 13236.746094 1704770616.0762
CHLD 478527 9.667969 1704770616.0852
CHLD 478597 1250.699219 1704770616.0852
MEM 13236.746094 1704770616.1856
CHLD 478527 9.667969 1704770616.2017
CHLD 478597 1250.699219 1704770616.2017
MEM 13236.746094 1704770616.3020
CHLD 478527 9.667969 1704770616.3104
CHLD 478597 1250.699219 1704770616.3104
MEM 13236.746094 1704770616.4107
CHLD 478527 9.667969 1704770616.4242
CHLD 478597 1250.699219 1704770616.4242
MEM 13236.746094 1704770616.5247
CHLD 478527 9.667969 1704770616.5422
CHLD 478597 1250.699219 1704770616.5422
MEM 13236.746094 1704770616.6426
CHLD 478527 9.667969 1704770616.6514
CHLD 478597 1250.699219 1704770616.6514
MEM 13236.746094 1704770616.7518
CHLD 478527 9.667969 1704770616.7650
CHLD 478597 1250.699219 1704770616.7650
MEM 13236.746094 1704770616.8654
CHLD 478527 9.667969 1704770616.8831
CHLD 478597 1250.699219 1704770616.8831
MEM 13236.746094 1704770616.9834
CHLD 478527 9.667969 1704770616.9929
CHLD 478597 1250.699219 1704770616.9929
MEM 13236.746094 1704770617.0934
CHLD 478527 9.667969 1704770617.1160
CHLD 478597 1250.699219 1704770617.1160
MEM 13236.746094 1704770617.2165
CHLD 478527 9.667969 1704770617.2388
CHLD 478597 1250.699219 1704770617.2388
MEM 13236.746094 1704770617.3392
CHLD 478527 9.667969 1704770617.3610
CHLD 478597 1250.699219 1704770617.3611
MEM 13236.746094 1704770617.4615
CHLD 478527 9.667969 1704770617.4835
CHLD 478597 1250.699219 1704770617.4836
MEM 13236.746094 1704770617.5840
CHLD 478527 9.667969 1704770617.6059
CHLD 478597 1250.699219 1704770617.6060
MEM 13236.746094 1704770617.7064
CHLD 478527 9.667969 1704770617.7199
CHLD 478597 1250.699219 1704770617.7199
MEM 13236.746094 1704770617.8203
CHLD 478527 9.667969 1704770617.8369
CHLD 478597 1250.699219 1704770617.8370
MEM 13236.746094 1704770617.9373
CHLD 478527 9.667969 1704770617.9555
CHLD 478597 1250.699219 1704770617.9555
MEM 13236.746094 1704770618.0558
CHLD 478527 9.667969 1704770618.0652
CHLD 478597 1250.699219 1704770618.0653
MEM 13236.746094 1704770618.1656
CHLD 478527 9.667969 1704770618.1877
CHLD 478597 1250.699219 1704770618.1878
MEM 13236.746094 1704770618.2881
CHLD 478527 9.667969 1704770618.3047
CHLD 478597 1250.699219 1704770618.3047
MEM 13236.746094 1704770618.4051
CHLD 478527 9.667969 1704770618.4185
CHLD 478597 1250.699219 1704770618.4185
MEM 13236.746094 1704770618.5189
CHLD 478527 9.667969 1704770618.5361
CHLD 478597 1250.699219 1704770618.5361
MEM 13236.746094 1704770618.6365
CHLD 478527 9.667969 1704770618.6470
CHLD 478597 1250.699219 1704770618.6470
MEM 13236.746094 1704770618.7474
CHLD 478527 9.667969 1704770618.7603
CHLD 478597 1250.699219 1704770618.7603
MEM 13236.746094 1704770618.8607
CHLD 478527 9.667969 1704770618.8773
CHLD 478597 1250.699219 1704770618.8774
MEM 13236.746094 1704770618.9776
CHLD 478527 9.667969 1704770618.9959
CHLD 478597 1250.699219 1704770618.9959
MEM 13236.746094 1704770619.0961
CHLD 478527 9.667969 1704770619.1059
CHLD 478597 1250.699219 1704770619.1059
MEM 13236.746094 1704770619.2064
CHLD 478527 9.667969 1704770619.2171
CHLD 478597 1250.699219 1704770619.2171
MEM 13236.746094 1704770619.3175
CHLD 478527 9.667969 1704770619.3370
CHLD 478597 1250.699219 1704770619.3370
MEM 13236.746094 1704770619.4374
CHLD 478527 9.667969 1704770619.4560
CHLD 478597 1250.699219 1704770619.4560
MEM 13236.746094 1704770619.5563
CHLD 478527 9.667969 1704770619.5658
CHLD 478597 1250.699219 1704770619.5659
MEM 13236.746094 1704770619.6663
CHLD 478527 9.667969 1704770619.6769
CHLD 478597 1250.699219 1704770619.6770
MEM 13236.746094 1704770619.7772
CHLD 478527 9.667969 1704770619.7869
CHLD 478597 1250.699219 1704770619.7870
MEM 13236.746094 1704770619.8874
CHLD 478527 9.667969 1704770619.9003
CHLD 478597 1250.699219 1704770619.9003
MEM 13236.746094 1704770620.0007
CHLD 478527 9.667969 1704770620.0178
CHLD 478597 1250.699219 1704770620.0179
MEM 13236.746094 1704770620.1183
CHLD 478527 9.667969 1704770620.1285
CHLD 478597 1250.699219 1704770620.1286
MEM 13236.746094 1704770620.2288
CHLD 478527 9.667969 1704770620.2413
CHLD 478597 1250.699219 1704770620.2414
MEM 13236.746094 1704770620.3419
CHLD 478527 9.667969 1704770620.3642
CHLD 478597 1250.699219 1704770620.3643
MEM 13236.746094 1704770620.4647
CHLD 478527 9.667969 1704770620.4872
CHLD 478597 1250.699219 1704770620.4873
MEM 13236.746094 1704770620.5877
CHLD 478527 9.667969 1704770620.6010
CHLD 478597 1250.699219 1704770620.6010
MEM 13236.746094 1704770620.7013
CHLD 478527 9.667969 1704770620.7177
CHLD 478597 1250.699219 1704770620.7177
MEM 13236.746094 1704770620.8180
CHLD 478527 9.667969 1704770620.8266
CHLD 478597 1250.699219 1704770620.8266
MEM 13236.871094 1704770620.9269
CHLD 478527 9.667969 1704770620.9361
CHLD 478597 1250.699219 1704770620.9361
MEM 13236.871094 1704770621.0365
CHLD 478527 9.667969 1704770621.0445
CHLD 478597 1250.699219 1704770621.0445
MEM 13236.871094 1704770621.1449
CHLD 478527 9.667969 1704770621.1590
CHLD 478597 1250.699219 1704770621.1590
MEM 13236.871094 1704770621.2593
CHLD 478527 9.667969 1704770621.2677
CHLD 478597 1250.699219 1704770621.2677
MEM 13236.871094 1704770621.3682
CHLD 478527 9.667969 1704770621.3901
CHLD 478597 1250.699219 1704770621.3902
MEM 13236.871094 1704770621.4906
CHLD 478527 9.667969 1704770621.5126
CHLD 478597 1250.699219 1704770621.5127
MEM 13236.871094 1704770621.6131
CHLD 478527 9.667969 1704770621.6351
CHLD 478597 1250.699219 1704770621.6352
MEM 13237.511719 1704770621.7354
CHLD 478527 9.667969 1704770621.7437
CHLD 478597 1294.898438 1704770621.7438
MEM 13237.511719 1704770621.8442
CHLD 478527 9.667969 1704770621.8570
CHLD 478597 1338.324219 1704770621.8570
MEM 13237.511719 1704770621.9572
CHLD 478527 9.667969 1704770621.9650
CHLD 478597 1338.652344 1704770621.9650
MEM 13237.511719 1704770622.0653
CHLD 478527 9.667969 1704770622.0772
CHLD 478597 1340.101562 1704770622.0772
MEM 13237.511719 1704770622.1775
CHLD 478527 9.667969 1704770622.1854
CHLD 478597 1340.101562 1704770622.1854
MEM 13237.511719 1704770622.2856
